subject,test_mae
S1,7.298207858541738
S2,6.009821318089962
S3,6.284458100959645
S4,6.856825405775418
S5,23.268749952829452
S6,9.985781399427182
S7,5.320220613479615
S8,18.854906972469998
S9,8.835083960928982
S10,5.036016990296506
S11,7.333105296463817
S12,8.318876216575122
S13,5.170010295995021
S14,5.303267577071332
S15,5.521705067461559
